Job Title,Job Link,Company Name,Location,Salary,Post Date,Job Description,Skills,Last Date to Apply,Expiry
Deputy General Manager Catalyst Business Development Petrochemicals RandD Product Commercialization,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=%2But%2FEjvS2%2FE%3D&RowId=%2But%2FEjvS2%2FE%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,"4-year full-time regular engineering course in Chemical Engineering. Desirable:2-year full-time regular MBA course. Candidates are advised to visit HPCL website for detailed advertisement and details regarding eligibility, qualification, experience, application procedure, reservation and relaxation.",Polymer,2025-07-03,Expired
Manager Sales Petrochemicals R and D Product Commercialization,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=%2F8JekIynXYM%3D&RowId=%2F8JekIynXYM%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,"4-year full-time regular engineering course in Mechanical / Civil / Instrumentation/Electrical/Chemical/ Polymer/Plastics. Desirable - 2-year full-time regular MBA course. Candidates are advised to visit HPCL website for detailed advertisement and details regarding eligibility, qualification, experi...",Polymer,2025-07-03,Expired
Manager Technical Petrochemicals,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=8IroFwM6v9c%3D&RowId=8IroFwM6v9c%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,"4-year full-time regular engineering course in Chemical/ Polymer /Plastics Engineering. Candidates are advised to visit HPCL website for detailed advertisement and details regarding eligibility, qualification, experience, application procedure, reservation and relaxation.",Polymer,2025-07-03,Expired
Senior Officer Sales,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=%2BjiDhF6F5Zo%3D&RowId=%2BjiDhF6F5Zo%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,2-year full-time regular MBA or PGDM AND 4-year full-time regular engineering course in Mechanical/ Electrical/ Instrumentation/ Chemical/ Civil Engineering. Experience post MBA in Executive / Managerial Role in Sales/ Marketing in Gas / Petroleum / Lubes / FMCG / Consumer Durables/ Automobile /Indu...,Marketing;FMCG;PGDM,2025-07-03,Expired
Chief Manager OR Deputy General Manager Non Fuel Business,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=oLA4lzym7Ko%3D&RowId=oLA4lzym7Ko%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,Full time MBA or PGDM with specialization in Sales/ Marketing/ Operations AND 4-years full time regular engineering course in Mechanical/ Electrical/ Instrumentation/ Chemical/ Civil Engineering. Experience post MBA in Executive / Managerial Role in Sales/Marketing in FMCG/Consumer Durables/Industri...,Marketing;FMCG;PGDM,2025-07-03,Expired
Senior Officer OR Assistant Manager Non Fuel Business,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=KoDRZo3KW8c%3D&RowId=KoDRZo3KW8c%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,Full time MBA or PGDM with specialization in Sales/ Marketing/ Operations AND 4-years full time regular engineering course in Mechanical/ Electrical/ Instrumentation/ Chemical/ Civil Engineering. Experience post MBA in Executive / Managerial Role in Sales/Marketing in FMCG/Consumer Durables/Industri...,Marketing;FMCG;PGDM,2025-07-03,Expired
Senior Officer City Gas Distribution Operations and Maintenance,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=vhV01o7UNKY%3D&RowId=vhV01o7UNKY%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,"4-years full time regular engineering course in Mechanical/ Electrical/ Instrumentation/ Civil Engineering. Minimum 3 years of experience in Managerial Role in City Gas Distribution Industry. Candidates are advised to visit HPCL website for detailed advertisement and details regarding eligibility, q...",Electrical;Instrumentation;mechanical;Civil,2025-07-03,Expired
Senior Officer City Gas Distribution Projects,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=wIRBUt%2B6Q%2Bg%3D&RowId=wIRBUt%2B6Q%2Bg%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,"4-years full time regular engineering course in Mechanical/ Electrical/ Instrumentation/ Civil Engineering. Minimum 3 years of experience in Managerial Role in City Gas Distribution Industry. Candidates are advised to visit HPCL website for detailed advertisement and details regarding eligibility, q...",Electrical;Instrumentation;mechanical;Civil,2025-07-03,Expired
Safety Officer Tamil Nadu,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=L94ts1R5Cyk%3D&RowId=L94ts1R5Cyk%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,4-year full-time regular engineering course in Mechanical/ Electrical/ Instrumentation/ Chemical/ Civil Engineering AND Possesses a degree or diploma in Industrial Safety recognized by Tamil Nadu AND Adequate knowledge of Tamil language.,Degree,2025-07-03,Expired
Safety Officer Uttar Pradesh,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=MId7u1CnAbs%3D&RowId=MId7u1CnAbs%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,4-year full-time regular engineering course in Mechanical/ Electrical/ Instrumentation/ Chemical/ Civil Engineering AND Possesses a degree or diploma in Industrial Safety recognized by Uttar Pradesh AND Adequate knowledge of Hindi language.,Degree,2025-07-03,Expired
Official Language Implementation Profile,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=9Kk4N34aiXI%3D&RowId=9Kk4N34aiXI%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,"2-year full time Post-Graduation in Hindi AND Minimum 3-year full-time regular graduation in any discipline with English as one of the subjects. Candidates are advised to visit HPCL website for detailed advertisement and details regarding eligibility, qualification, experience, application procedure...",Degree,2025-07-03,Expired
New Employment Notice for HDFC BANK DSA ATM Reconciliation AND Support Officer HR HARSH,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=FihprjAjhiE%3D&RowId=FihprjAjhiE%3D&OJ=7k4L7QQ5IOM%3D,American Express (India) Private Limited,All India,216000 - 420000 (per annum),2025-06-02,"URGENT HIRING for HDFC BANK DSA in BACK OFFICE EXECUTIVE. Male And Female Both Can Apply For This Post. JOB ROLE - Back Office Executive, casa Management, kyc verification, Data operator, Data Entry, Customer Service Executive, Back Office Assistant Etc. Skill Must Have Good Communication, Basic Com...",Dsa;KYC VERIFICATION;HDFC;Operator;Pin,2025-07-02,Expired
Research and Development Professionals,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=MRUfpEdsPa4%3D&RowId=MRUfpEdsPa4%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-02,"Positions are available in Engine, Corrosion Research, Bitumen Research, Analytical, Petrochemicals & Polymers, Novel Separations, Catalyst Scale-up, Battery Research, Water Research, Solar Energy, Combustion Research, Hydrogen, Technical Services, Lubes Research, etc. Candidates are advised to visi...",BATTERY;Combustion;Bitumen;Corrosion;Hydrogen,2025-07-02,Expired
Law Officer,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=4y8wtUfkeJI%3D&RowId=4y8wtUfkeJI%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-02,3-years full time course in law after graduation or 5 years course in law after 12th Standard AND candidate should possess minimum one year of relevant experience as a practicing Advocate or one year working experience in a reputed Law Firm or Legal Department of any Company. Candidates are advised ...,law;practicing,2025-07-02,Expired
ENTC Engineer,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=Zc5YjMeCjvw%3D&RowId=Zc5YjMeCjvw%3D&OJ=7k4L7QQ5IOM%3D,SECRET TECHNOLOGIES INDIA VMS GROUP,All India,Not Specified,2025-06-02,Job Description: Dealing in payroll operations for the geography and client allocated by business Expected to resolve client issues and consult wherever required Eligibility Criteria:- Comfortable with night shifts Comfortable with a non-technical profile Strong analytical & problem solving skills C...,Aptitude;Geography;discussion;allocated;Arrears,2025-07-02,Expired
Urgent Opening for Diploma Candidate,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=LFs52QrDhZU%3D&RowId=LFs52QrDhZU%3D&OJ=,UNIVERSAL ENTERPRISE,All India,Min. 210000 (per annum),2025-07-09,Job Opportunity at Johnson Controls-Hitachi Air Conditioning Location Kadi Chhatral Position Diploma Candidates Working Hours 8 hours Contact Details +91 78029 47502 +91 99986 85356 +91 90546 18502 Available between 10 30 AM to 5 00 PM Contact Person Ms Priyanka,Hitachi;91 78029 47502 91 99986 85356 91 90546 18502;Johnson;Kadi Chhatral,2025-08-08,Currently Open
Security Guard,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=S96lMdgcDBo%3D&RowId=S96lMdgcDBo%3D&OJ=7k4L7QQ5IOM%3D,SEVA SAHYOG SECURITIES AND FACILITY MANAGEMENT PRIVATE LIMITED,All India,Not Specified,2025-07-09,"We are from seva ssahyog security services, we have almost 300 Opportunities for the west Bengal, Orisa and Chhattisgarh,",Security Guard,2025-08-08,Currently Open
field sales officer,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=ym%2F0qSuqzt4%3D&RowId=ym%2F0qSuqzt4%3D&OJ=7k4L7QQ5IOM%3D,PAYTM SERVICES PRIVATE LIMITED,All India,Not Specified,2025-07-09,tittle: field sale officer working : sale one sound box per day in the market office location :same as candidate near by loaction,Tittle;sale;LOACTION,2025-08-08,Currently Open
